Afghanistan	11516	33.99238246498784	67.86454282615492
Albania	88449	41.039061753030566	19.98812709576705
Algeria	875485	33.91135482087826	2.9794906393916514
American Samoa	137	-14.2870471	-170.7179767
Andorra	2868	42.509772580788	1.525021970990237
Angola	3534	-10.063759424136956	15.87626778514431
Antigua and Barbuda	712	17.125495303651682	-61.845551893258424
Argentina	1942543	-34.020068562582395	-59.78512519990178
Armenia	64846	40.166276024536586	44.53592073549486
Aruba	8	12.5092044	-70.0086306
Australia	681829	-34.132330401768186	146.2025258722879
Austria	610743	47.934080105919676	15.458914749872859
Azerbaijan	38911	40.42701532287785	49.4134459623397
Bahrain	6233	26.220215192844538	50.5789767988609
Bangladesh	462969	23.71780792023224	90.47849751097544
Barbados	6139	13.14302217582668	-59.6009306876853
Belarus	111176	53.68833431168418	28.42919809338886
Belgium	932820	50.86997742652902	4.431454730820738
Belize	1141	17.37677258255916	-88.46375121262051
Benin	26854	7.754542625284873	2.5028964000484097
Bermuda	177	32.29508654406779	-64.78347497683616
Bhutan	10786	27.474964573465602	89.70807321297978
Bolivia	124974	-16.57276763288684	-67.49510382860515
Bosnia and Herzegovina	104448	44.00510480791973	18.072567642493873
Botswana	8512	-24.044206743291824	25.588163906919643
Brazil	9245157	-20.38251651823051	-45.94183298357101
British Virgin Islands	5650	18.4286115	-64.6184657
Brunei	25796	4.886404784292138	114.93746117746937
Bulgaria	288844	42.69590106289139	24.08824897417256
Burkina Faso	39746	12.402418687852865	-1.817537208856237
Burundi	1427	-3.4829857892081293	29.684136188227054
Cambodia	61519	11.822363295664752	104.88102211094136
Cameroon	136724	5.0415356128967845	11.419011818703373
Canada	3252264	45.011336650723614	-81.4768126187867
Cape Verde	914	14.934602357221008	-23.51348625940919
Caribbean Netherlands	164	13.718022329878048	-66.82319891036585
Cayman Islands	236	19.289498880508475	-81.36517751694915
Central African Republic	75	6.2716406	21.1950767
Chad	319	14.6516511	18.4276047
Chile	2214513	-33.880666940441444	-71.10767302900841
China	31572183	33.5745223588791	114.95006987928642
Collectivity of Saint Martin	74	18.0675189	-63.0824656
Colombia	2734063	5.240696296959251	-74.61589882757892
Comoros	116	-12.190934248275862	44.25741838103448
Cook Islands	9	-21.2260207	-159.7733707
Costa Rica	251100	9.946522095261251	-84.09977934072083
Croatia	447577	45.43578228614182	15.901954017958474
Cuba	120894	21.565582631386174	-78.27200942570848
Curaçao	921	12.153567536264928	-68.92562208740499
Cyprus	59864	34.97975865585995	33.22727667486971
Czech Republic	402913	49.836172311350836	15.100052872233213
Czechia	4902	49.97475299304366	15.18288200261118
Côte d'Ivoire	51511	6.4364260713090395	-4.427108639544952
Democratic Republic of the Congo	9225	-1.7780585166070462	22.914962348672084
Denmark	285394	55.73016485578324	12.287378034213754
Djibouti	22	11.5720765	43.1456475
Dominica	232	15.3091676	-61.3793554
Dominican Republic	40251	18.623709135795387	-70.0005694620705
Ecuador	879688	-1.08409582872598	-78.87342190495198
Egypt	1968768	30.153315942074233	31.253346247657216
El Salvador	20624	13.696342646741662	-89.20357875666214
Equatorial Guinea	114	1.919882405263158	9.742464145614036
Eritrea	96	15.094853325	39.033776778124995
Estonia	68073	59.09953433572782	25.418109442692405
Ethiopia	203720	8.829842736452484	38.68257563745042
Falkland Islands (Islas Malvinas)	193	-51.6977129	-57.8516627
Faroe Islands	363	62.0221954768595	-6.783947597245179
Fiji	6912	-18.1438681	178.4246364
Finland	178049	60.89946363094486	24.936128678443577
France	5237358	47.693007375096144	2.6851438901710556
French Guiana	5985	4.886315413667502	-52.62502656837093
French Polynesia	4343	-17.541986442689385	-149.53058969546396
Gabon	7322	-0.7559064438404808	11.540066436547392
Georgia	40277	41.783957104362294	44.48417402243215
Germany	3607903	50.81862659596666	9.590476937034477
Ghana	154966	6.60583165836377	-1.0101854430074984
Greece	1357175	38.29278404410559	23.517269136521303
Greenland	158	64.47268111455696	-51.84713846898734
Grenada	681	12.062503505286342	-61.73705751718061
Guadeloupe	10265	16.231043867014126	-61.53690344375061
Guam	756	13.47625081904762	144.78812038650793
Guatemala	65470	14.67192035633267	-90.56982168796853
Guinea	15054	10.464300140560649	-11.650827174890393
Guinea-Bissau	215	11.8816553	-15.6177942
Guyana	4231	6.801097240959584	-58.15517935495154
Haiti	2249	18.594395	-72.30743259999998
Honduras	32685	14.40847189130794	-87.3541479994187
Hong Kong	204999	22.400872506609787	114.13946555058074
Hungary	595274	47.333059405698556	19.25636086160743
Iceland	33125	64.5088295520483	-20.21890569261283
India	17152072	19.974186486272348	77.99550159225075
Indonesia	7708906	-6.222525211500386	108.09517061474502
Iran	8433439	34.88215536117499	51.263616258241356
Iraq	554912	33.42487562167443	44.08719596275211
Ireland	388546	53.228079804514515	-6.792274407815033
Isle of Man	18	54.1523372	-4.4861228
Israel	307125	31.991869017910627	34.74353235286414
Italy	3329291	43.22547254070227	12.005253039894319
Jamaica	17517	18.02062365809214	-76.83311917880916
Japan	1672404	35.53419211601174	138.4490314639192
Jersey	302	49.18052282913907	-2.1032440437086093
Jordan	285753	31.90495132125367	35.935955712930756
Kazakhstan	100376	46.431786969536546	73.24901174038017
Kenya	66898	-1.2982390544934077	36.86547899581303
Kuwait	46850	29.369232654949837	47.948768708083236
Kyrgyzstan	6238	42.38045260787111	74.68445862707598
Laos	2491	17.81271267860297	103.3108152996387
Latvia	180525	56.949767530317125	24.3248371045196
Lebanon	125779	33.879933858392896	35.589776059274605
Lesotho	479	-29.3632188	27.5143603
Liberia	16050	6.507702398660436	-9.572774806417446
